method,factor,case_id,suite,task_id,init_state_id,rollout_seed,success,final_t,query_count,h16_reference_queries,query_multiplier,requery_count,trigger_rate,max_value_selected_rate,timeout,time_to_success,target_drop_candidate,wrong_object_interaction,official_safety_violation,state_key
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,40,8500000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init40|seed8500000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,41,8510000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init41|seed8510000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,42,8520000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init42|seed8520000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,43,8530000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init43|seed8530000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,44,8540000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init44|seed8540000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,45,8550000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init45|seed8550000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,46,8560000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init46|seed8560000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,47,8570000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init47|seed8570000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,48,8580000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init48|seed8580000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,3,49,8590000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task3|init49|seed8590000
maxV-gripper-H8/H16,Environment,route_transfer_environment,libero_object_env,1,40,8200000,False,280,32,18,1.7777777777777777,29,0.90625,1.0,True,,False,False,False,Environment|libero_object_env|task1|init40|seed8200000
maxV-gripper-H8/H16,Environment,route_transfer_environment,libero_object_env,1,41,8210000,True,268,26,17,1.5294117647058822,17,0.6538461538461539,1.0,False,268.0,False,True,False,Environment|libero_object_env|task1|init41|seed8210000
